data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status
data52044,WIKI_D_01731,D,المعلومات ديال HDF اللي عطاونا كانت غنية بزاف للعلماء ديال الكون باش يحللوها و مع اللخر ديال 2014، المقالة العلمية اللي متعلقة بالصورة وصلات لأكثر من 900 استشهاد. واحد من أهم النتائج الأساسية كان الاكتشاف ديال عدد كبير من المجرات اللي عندها قيم انزياح نحو الأحمر عالية.,"l3lmtyat dyal HDF lli 3tawna kanet ghnya bzzaf l3olama dyal lkon bach yhlluha w m3a lkher dyal 2014, lmaqala l3ilmiya lli met3llaqa bsswira waslat l aktar mn 900 istishhad. Wahd mn aham natai'j l'asasiya kan lktichaf dyal 3adad kbir mn lmjarrat lli 3ndha qiyam inziyah نحو l a7mar 3alya.",The HDF data provided extremely rich material for cosmologists to analyse and by late 2014 the associated scientific paper for the image had received over 900 citations . One of the most fundamental findings was the discovery of large numbers of galaxies with high redshift values .,قدمت بيانات HDF مادة غنية للغاية لعلماء الكون لتحليلها، وبحلول أواخر عام 2014، تلقت الورقة العلمية المرتبطة بالصورة أكثر من 900 استشهاد. كان أحد أهم الاكتشافات الأساسية هو اكتشاف أعداد كبيرة من المجرات ذات قيم الانزياح الأحمر العالية.,47,GENERATED
data52045,DATA_8123,A,جي مرحبا بيك كيف كنتي تنوقسي كيف لا,ji marhba bik kif knti tno9xi kif la,try to it like that,حاول ذلك هكذا,5,PARTIALLY VALIDATED
data52046,WIKI_C_03172,C,والاس، هيلين (2007). بوزي اند هاوكس: قصة النشر. لندن: بوزي اند هاوكس ميوزك بابليشرز ليميتد. ISBN 978 @-@ 0 @-@ <unk> @-@ 514 @-@ 0.,"wales, helen (2007). boozey & hawkes: qesset nashr. londen: boozey & hawkes music publishers ltd. isbn 978-0-<unk>-514-0.","Wallace , Helen ( 2007 ) . Boosey & Hawkes : The Publishing Story . London : Boosey & Hawkes Music Publishers Ltd . ISBN 978 @-@ 0 @-@ <unk> @-@ 514 @-@ 0 .",والاس، هيلين (2007). بوزي وهاوكس: قصة النشر. لندن: بوزي وهاوكس ميوزك بابليشرز ليمتد. ISBN 978-0-<unk>-514-0.,25,GENERATED
data52047,WIKI_D_11593,D,واحد القصة ثانوية فيها بيت ماقادرش ياخد دقيقة ديال الراحة بوحدو فالخدمة حيت كينيث كيهضر معاه بزاف. ولكن فاللخر، بيت كيلقى الراحة فاش كيدوز الوقت مع المشردين وكيقدر يصبر لهضرة كينيث بزاف.,"wa7d lqssah tanawiya fiha Pete ma9adch yakhd d9i9a dyal ra7a bo7do f lkhdma 7it Kenneth kiyhdar m3ah bzaf. walakin fel l5r, Pete kayl9a ra7a fach kaydzoz lwa9t m3a lmocharideen w9dar yosbr lhdrt Kenneth bzaf.","A subplot involves Pete not being able to have a moment alone at work because of Kenneth continuously talking to him . However , Pete ultimately finds a release by hanging out with homeless people and is able to tolerate Kenneth 's jabbering .",تتضمن حبكة فرعية عدم قدرة بيت على أخذ لحظة خاصة به في العمل بسبب حديث كينيث المتواصل معه. ومع ذلك، يجد بيت في النهاية متنفسًا من خلال قضاء الوقت مع المشردين ويصبح قادرًا على تحمل ثرثرة كينيث.,32,GENERATED
data52048,WIKI_D_01926,D,"نهار 18 شهر تسعود عام 2011, بدات واحد السلسلة جديدة سميتها ""The Bound for Glory Chronicles"" فالسيت ديال TNA. البرنامج كان فيه حوارات حصرية مع المصارعين كيهضرو على الذكريات ديالهم من فعاليات Bound for Glory اللي دازو. المصارعين اللي كانو باينين كانو فيهم جيف جاريت و مات مورغان.","nhar 18 shhr ts3oud 3am 2011, bdat wa7d silsila jdiida smitha ""The Bound for Glory Chronicles"" f site dyal TNA. lprogram kan fih 7iwaraat 7sriya m3a lmsare3in kayhdo 3la zdikrayathom mn fe3aliyat Bound for Glory li dazou. lmsare3in li kanou baynin kanou fihom Jeff Jarrett w Matt Morgan.","On September 18 , 2011 , a new series called The Bound for Glory Chronicles debuted on TNA 's website . The show featured exclusive interviews with wrestlers talking about their memories from previous Bound for Glory events . The wrestlers featured included Jeff Jarrett and Matt Morgan .","في الثامن عشر من سبتمبر عام 2011، بدأت سلسلة جديدة بعنوان ""The Bound for Glory Chronicles"" على موقع TNA. تضمن البرنامج مقابلات حصرية مع مصارعين يتحدثون عن ذكرياتهم من فعاليات Bound for Glory السابقة. وشمل المصارعون المتميزون جيف جاريت ومات مورغان.",48,GENERATED
data52049,WIKI_D_09483,D,أولكسياك تخرّجات بشهادة فالدراسات الثقافية من جامعة آدم ميكيفيتش، بوزنان، بولندا، من 1997 حتى 2000. و ملّي كانت كتقرا ف لاغوارديا كوليدج، ربحات جائزة نادي الفنون الوطني على النحت. الأعمال اللولة ديالها كانت فيها منحوتات، أزياء، و منتوجات قابلة للنفخ.,"oleksiak tkherret bcheheda fdarat thiqafatye men jami3a adam mikiivitch, poznaan, bolanda, men 1997 hatta 2000. w melli kanet ktaqra f laguardia college, rab7at jaa2izet nadi lfanani lwatani 3la na7t. l3mal lwla dyalha kanet fiha man7utat, azyaa2, w montajat qabila lilnafkh.","Oleksiak graduated with a degree in Cultural Studies from Adam Mickiewicz University , Poznań , Poland , from 1997 to 2000 . Attending LaGuardia College , she won the National Arts Club 's award for sculpture . Her early work included sculptures , costumes , and inflatables .",تخرجت أولكسياك بدرجة علمية في الدراسات الثقافية من جامعة آدم ميكيفيتش، بوزنان، بولندا، في الفترة من عام 1997 إلى عام 2000. وحصلت، أثناء دراستها في كلية لاغوارديا، على جائزة نادي الفنون الوطني للنحت. وشملت أعمالها المبكرة منحوتات وأزياء ومنتفخات.,40,GENERATED
data52050,DATA_18763,B,"الاسم "" Old Coast Road "" تّبنى رسمياً ف 27 يناير 1959، و الطريق مڭلفة تكمّل ف شهر 9 عام 1969.","l'ism ""Old Coast Road"" tّbna rasmiyan f 27 yanayr 1959, u ttriq mklfa tkmّl f chher 9 3am 1969.","The name "" Old Coast Road "" was formally adopted on 27 January 1959 , and a sealed road was completed in September 1969 .","تم اعتماد اسم ""طريق الساحل القديم"" رسميًا في 27 يناير 1959، وتم الانتهاء من تعبيد الطريق في سبتمبر 1969.",25,GENERATED
data52051,WIKI_D_08014,D,شاكتيزم كيشوف ديڤي هي المصدر والأصل والجوهر ديال كاع شي حاجة تقريبا فالتكوين، اللي باينة واللي مخفية، حتى الشيفا براسو. في ديڤي باڠاڤاتا پورانا، واحد الكتاب مقدس مهم عند الشاكتيين، ديڤي كاتݣول:,"shaktism kishuf devi hiya lmasdar walasl wajawhar dyal ka3 shi 7aja ta9riban ftakwin, lli bayna wlli mkhbya, 7ta shiva brasu. f devi bhagavata purana, wa7d lktab mkddas mohim 3nd shaktiyin, devi kat9ol:","Shaktism views the Devi as the source , essence and substance of virtually everything in creation , seen or unseen , including Shiva himself . In the Devi @-@ Bhagavata Purana , a central Shakta scripture , the Devi declares :","تنظر الشاكتية إلى الإلهة ""ديفي"" على أنها المصدر والجوهر والمادة لكل شيء تقريبًا في الخلق، المرئي وغير المرئي، بما في ذلك ""شيفا"" نفسه. في ""ديفي بهاگافاتا بورانا""، وهو نص مقدس مركزي عند الشاكتيين، تعلن الإلهة ""ديفي"":",32,GENERATED
data52052,WIKI_D_04039,D,المنتخب الوطني ديال سان مارينو هو المنتخب اللي كايمثل سان مارينو و كا تشرف عليه الجامعة ديال كرة القدم ديال سان مارينو. هاد الفريق كايمثل ثاني أصغر عدد ديال السكان في أي دولة عضو في الويفا.,lmontakhb lwaTani dyal san marino howa lmontakhb li kayemtel san marino w ka yechref 3lieh l jami3a dyal kora lkدم dyal san marino. had lfarik kayemtel tani asghar 3adad dyal ssokan f ay dawla 3adw f l'uefa.,"The San Marino national football team ( Italian : Nazionale di <unk> di San Marino ) is the national football team of San Marino , controlled by the San Marino Football Federation ( <unk> ) . The team represents the second smallest population , of any UEFA member .",منتخب سان مارينو الوطني لكرة القدم (بالإيطالية: Nazionale di calcio di San Marino) هو منتخب كرة القدم الوطني لسان مارينو، تحت سيطرة اتحاد سان مارينو لكرة القدم (FSGC). يمثل المنتخب ثاني أصغر عدد من السكان بين أي عضو في الاتحاد الأوروبي لكرة القدم (UEFA).,36,GENERATED
data52053,DATA_16246,B,التفاعلات ديال باتمان مع الأشرار و صحابو بجوج، مع مرور الوقت، طورت مجموعة قوية ديال الشخصيات اللي كتدعمو.,"T-tefa3olat dyal Batman m3a l-ashrar o shabo bjoj, m3a مرور l-waqt, towrat majmo3a qwiya dyal shakhsiyat li katd3mo.","Batman 's interactions with both villains and cohorts have , over time , developed a strong supporting cast of characters .",لقد طورت تفاعلات باتمان مع كل من الأشرار والرفقاء، بمرور الوقت، مجموعة قوية من الشخصيات الداعمة.,21,GENERATED
data52054,WIKI_C_05171,C,فالماتش ديالو اللول ديال ODI، رحمان تگادا مع الباطور الهندي إم إس دوني جوج مرات فاش كان دوني كيجري باش ياخد الريوس. هادشي خلاهم بجوج يتخلصو من بعد الماتش.,"f lmatsh dyalo llol dyal ODI, rahman tgada m3 l bator l hindi MS Dhoni joj مرات fash kan Dhoni kayjri bach yakhod lryous. hadchi khlahom joj itkhalso mn ba3d lmatsh.","In his first ODI match , Rahman collided with the Indian batsman MS Dhoni on two occasions while Dhoni was taking runs . The incident cost both men to be fined post @-@ match .",في مباراته الأولى في الكريكيت لليوم الواحد، اصطدم رحمن بلاعب الكريكيت الهندي إم إس دوني مرتين أثناء محاولة دوني لتسجيل النقاط. كلف هذا الحادث الرجلين غرامة بعد المباراة.,29,GENERATED
data52055,DATA_10718,A,مانضنش غادي نتعنب على شي دريا,mandench ghadi nt3enneb 3la chi driya,I dont think i will harass girls,لا أعتقد أنني سأضايق الفتيات,7,PARTIALLY VALIDATED
data52056,DATA_21895,B,1.د4 نف6 2.س4 إ5 3.د×إ5 نگ4 4.بف4 نس6 5.نف3 بب4 + 6.نبد2 قي7 7.أ3 نگزإ5 8.ن×إ5 ن×إ5 9.إ3 ب×د2 + 10.قد2 د6,1. d4 nf6 2. c4 e5 3. dxe5 ng4 4. bf4 nc6 5. nf3 bb4+ 6. nbd2 qe7 7. a3 nxe5 8. nxe5 nxe5 9. e3 bxc2+ 10. qd2 d6,1.d4 Nf6 2.c4 e5 3.dxe5 Ng4 4.Bf4 Nc6 5.Nf3 Bb4 + 6.Nbd2 Qe7 7.a3 Ngxe5 8.Nxe5 Nxe5 9.e3 Bxd2 + 10.Qxd2 d6,1.د4 حصان و6 2.ج4 هـ5 3.د×هـ5 حصان ز4 4.ف4 ج6 5.حصان ف3 ف1+ 6.حصان ب2 ذ7 7.أ3 حصان ×هـ5 8.حصان ×هـ5 حصان ×هـ5 9.هـ3 ف×د2+ 10.ذ×د2 د6,22,GENERATED
data52057,WIKI_C_11329,C,الطبلة كاتورينا المعدل ديال المناخ فمحطة ديال مطار دوبلين على مدى تلاتين عام. الإحصائيات ديال المناخ اللي مبنية على المقاطعات ديال إيرلندا الشمالية كتختاف شوية و لكن ماشي بزاف.,tbla katwri lmo3ddel dyal l مناخ f ma7a dyal matar dublin 3la mda tlatin 3am. l i7tiyatia dyal l مناخ li mabniya 3la l moqata3 dyal irlanda chamaliya katkhtalf chwiya w lakin machi bzaf.,The table shows mean climate figures for the Dublin Airport weather station over a thirty @-@ year period . Climate statistics based on the counties of Northern Ireland vary slightly but are not significantly different .,يُظهر الجدول متوسط الأرقام المناخية لمحطة مطار دبلن الجوية على مدى ثلاثين عامًا. تختلف الإحصائيات المناخية المستندة إلى مقاطعات أيرلندا الشمالية اختلافًا طفيفًا ولكنها لا تختلف اختلافًا كبيرًا.,29,GENERATED
data52058,DATA_11116,A,تعطلي بزّاف باش تسكوت,t3etli bezzaf bach tskout,you are too late to be quiet,لقد فات الأوان بالنسبة لك لتكون هادئًا,7,PARTIALLY VALIDATED
data52059,DATA_1238,A,"غادي يخصنا نزربو, بدا كايطيح ضلام","ghadi ykhSna nzerbo, bda kayTi7 Dlam","We'll have to hurry, it's getting dark already",سيتعين علينا الإسراع، فالظلام يحل بالفعل.,8,PARTIALLY VALIDATED
data52060,DATA_2124,A,كنضن محتاج شي لاصق,kanDn ma7taj chi lasi9,I think I need a plaster.,أعتقد أنني بحاجة إلى ضمادة.,6,PARTIALLY VALIDATED
data52061,WIKI_D_11355,D,القرى اللي خارج المدينة بحال Chartwell Green و Chilworth و Nursling و <unk> و Totton و Eastleigh و West End، شي مرات كيتعتبرو ضواحي ديال Southampton. الدواور ديال <unk> و Ashurst و Hedge End يقدروا يتعتابرو <unk> ديال Southampton.,"l-qura li kharej l-mdina bhal Chartwell Green w Chilworth w Nursling w <unk> w Totton w Eastleigh w West End, shi merat kit3tabro ḍwahi dyal Southampton. d-dawwar dyal <unk> w Ashurst w Hedge End yeqdero yeta3tabro <unk> dyal Southampton.","Settlements outside the city are sometimes considered suburbs of Southampton , including Chartwell Green , Chilworth , Nursling , <unk> , Totton , Eastleigh and West End . The villages of <unk> , Ashurst and Hedge End may be considered <unk> of Southampton .",تُعتبر المستوطنات الواقعة خارج المدينة أحيانًا ضواحي لسوثهامبتون، بما في ذلك تشارتويل جرين، وتشيلوورث، ونرسلينغ، وأونك، وتوتون، وإيستليه، وويست إند. وقد تُعتبر قرى أونك، وأشيرست، وهيدج إند من أونك ساوثهامبتون.,39,GENERATED
data52062,WIKI_D_07162,D,"في شهر ستة ديال 2010 كتب مقال رأي في نيويورك تايمز اللي هضر فيه على الدور ديال الاستثنائية في الهوية اليهودية، بالمعنى ديال ""..."" ديال الغارة الفاشلة ديال إسرائيل على أسطول غزة والشروحات اللي تبعوها.","f chher seta dyal 2010 ktb mqal ray f New York Times lli hder fih 3la dor dyal l-istithna2iya f l-howiya l-yhudia, b-l-m3na dyal ""..."" dyal l-ghara l-fashla dyal Israel 3la ostoil Gaza w-l-shar7at lli tb3oha.","In June 2010 he wrote an op @-@ ed piece for the New York Times in which he noted the role of exceptionalism in Jewish identity , in relation to the "" <unk> "" of Israel 's botched Gaza flotilla raid and the explanations that followed .","في يونيو 2010، كتب مقال رأي لصحيفة نيويورك تايمز أشار فيه إلى دور الاستثنائية في الهوية اليهودية، فيما يتعلق بـ ""<unk>"" غارة أسطول غزة الفاشلة التي نفذتها إسرائيل والشروحات التي تلتها.",35,GENERATED
data52063,WIKI_D_01303,D,يوميات جيمس وودفورد ديال واحد القس فالبادية كتعطي فكرة مزيانة على نوع الماكلة اللي كانو كياكلو الناس اللي لاباس عليهم فالقرن تمنطاش فالإنجليز، الناس اللي كان عندهم باش ياكلو اللي بغاو. باش يرحب بشي جيران نهار 8 يونيو 1781، عطاهم فالعشا:,"yomiyat jims wudfurd dyal wa7ed lqass felbadiya kat3ti fikra mziana 3la nwa3 lmakla lli kanou kayaklo nass lli labas 3lihom felqarn tmnatach felinjiliz, nass lli kan 3ndhom bach yaklo lli bghaw. bach yr7eb bchi jiran nhar 8 yuniu 1781, 3ta7om fel3sha:","James Woodforde 's Diary of a Country Parson gives a good idea of the sort of food eaten in England in the eighteenth century by those who could afford to eat whatever they liked . To welcome some neighbours on 8 June 1781 , he gave them for dinner :","تُعطي ""يوميات قس ريفي"" لجيمس وودفورد فكرة جيدة عن نوع الطعام الذي كان يؤكل في إنجلترا في القرن الثامن عشر من قبل أولئك الذين كانوا يستطيعون تحمل تكاليف تناول ما يحلو لهم. للترحيب ببعض الجيران في 8 يونيو 1781، قدم لهم على العشاء:",41,GENERATED
data52064,DATA_23121,B,في مقابلة الشهر اللي موراه، كارول اعترف باللي الغلطات اللي وصلو للخسارة كانو ديالو هو:,"Fi mouqabala chehar li mourah, Carol a'taraf balli lghaltat li wasslo lkhsara kanu diyalu huwa.","In an interview the following month , Carroll assessed the mistakes that led to the loss as his own :",في مقابلة أجريت الشهر التالي، حمّل كارول الأخطاء التي أدت إلى الخسارة مسؤوليتها بنفسه.,20,GENERATED
data52065,DATA_6883,A,اشناهوما الأغاني لي كايعجبك تسمع ليهم فصفر؟,achnahoma l2a5ani li kay3ejbek tsme3 lihom fsfer ?,what songs do you like to listen to during road trips?,ما هي الأغاني التي تحب الاستماع إليها أثناء الرحلات البرية؟,11,PARTIALLY VALIDATED
data52066,WIKI_C_01093,C,أغلبية ديال البلازما الصطناعية كتصاوب بتطبيق ديال الضو و/أو المغناطيس على شي غاز. و ديك البلازما لي كتصاوب فالمختبر و لا كتخدم فالصناعة، تقدر تقسمها ب:,"aglabiya dyal lplasma sstina3iya kattsawwab bitatbiq dyal ddaw w/aw lmagnatis 3la chi ghaz. w dik lplasma li kattsawwab f lmakhtabar w la katkhdem f ssin3a, tkder taqsemha b:",Most artificial plasmas are generated by the application of electric and / or magnetic fields through a gas . Plasma generated in a laboratory setting and for industrial use can be generally categorized by :,تُنشأ معظم المواجِهُ الاصطناعية بتطبيق مجالات كهربائية و/أو مغناطيسية عبر غاز. ويمكن تصنيف المواجِهِ المُنشأة في بيئة معملية وللاستخدام الصناعي بشكل عام حسب:,26,GENERATED
data52067,DATA_22150,B,فجميع المتابعات الجنائية، المتهم كايكون عندو الحق... يجيب الشهود اللي معاه واخا بالزز.,"f jami3 lmutaba3at ljina2iya, lmutaham kaykun 3ndu l7aqq... yjib sh-shuhud lli m3ah waxxa bz-zz.","In all criminal prosecutions , the accused shall enjoy the right . . . to have compulsory process for obtaining witnesses in his favor . . . .",في جميع الملاحقات الجنائية، يتمتع المتهم بالحق... في الحصول على إجراءات قسرية لاستدعاء الشهود لصالحه...,28,GENERATED
data52068,DATA_16849,B,قنيص ف إنجلترا: استطلاع ديال هاد الرياضة و ديال أهم المناطق ديالها.,qnis f ingliz: istitla3 dyal had riyada w dyal ahem lmanatiq dyalha.,Hunting England : a survey of the sport and of its chief grounds etc ( B. T. Batsford : 1936 ),صيد إنجلترا: مسح للرياضة ومواقعها الرئيسية وما إلى ذلك (بي. تي. باتسفورد: 1936),21,GENERATED
data52069,DATA_3363,A,واخا قلت بلا تقدر تعطل,wakha galt bila t9dr t3TTal,although she said she might be late,على الرغم من أنها قالت إنها قد تتأخر,7,PARTIALLY VALIDATED
data52070,WIKI_C_03738,C,"""Say It"" خدات عيّنة من ""Flex"" اللي كتبوها إيوارت براون وكليفتون ديلون وسلاي دنبار وبراين طومبسون وغناها ماد كوبرا.","""say it"" khdat 3ayyana men ""flex"" lli ktebha ewart brown w clifton dillon w sly dunbar w brian thompson w ghah mad cobra.",""" Say It "" samples "" Flex "" , as written by Ewart Brown , Clifton Dillon , Sly Dunbar and Brian Thompson , and performed by Mad Cobra .","""قلها"" استعارت عينات من ""فليكس""، الذي كتبه إيوارت براون وكليفتون ديلون وسلاي دنبار وبراين طومبسون، وأداه ماد كوبرا.",19,GENERATED
data52071,WIKI_C_08311,C,فاش تكملات، المحطة الفضائية كانت فيها سبعة ديال الموديلات مختلفين، كل واحد طلع للفضاء بوحدو على مدة ديال عشر سنين، يا اما بالصواريخ ديال بروتون كا ولا بالمكوكة الفضائية أطلانتس.,"fach tkamlat, lmahatta lfadaiya kant fiha sab3a dyal lmodulat mokhtalifin, koul wa7ed tla3 l fada2 bo7do 3la moda dyal 3achr snin, ya imma b lsarawikh dyal proton K wla b lmakwka lfadaiya Atlantis.","In its completed configuration , the space station consisted of seven different modules , each launched into orbit separately over a period of ten years by either Proton @-@ K rockets or Space Shuttle Atlantis .",في تكوينها المكتمل ، تكونت محطة الفضاء من سبع وحدات مختلفة ، تم إطلاق كل منها إلى المدار بشكل منفصل على مدى عشر سنوات بواسطة صواريخ بروتون كيه أو مكوك الفضاء أتلانتس.,30,GENERATED
