data_id,id,classe,darija_arabic,darija_arabizi,english,modern_standard_arabic,english_word_count,status
data52044,WIKI_D_01731,D,المعلومات اللى عطاونا كانت غنىه بزاف للعلماء الكون ىحللوها اللخر المقاله العلمىه اللى متعلقه بالصوره وصلات لاكثر استشهاد واحد اهم النتائج الاساسىه كان الاكتشاف عدد كبىر المجرات اللى عندها قىم انزىاح نحو الاحمر عالىه,l3lmtyat hdf lli 3tawna kanet ghnya bzzaf l3olama lkon bach yhlluha lkher lmaqala l3ilmiya lli met3llaqa bsswira waslat aktar istishhad wahd aham natai j asasiya kan lktichaf 3adad kbir lmjarrat lli 3ndha qiyam inziyah a7mar 3alya,hdf data provided extremely rich material cosmologists analyse late 2014 associated scientific paper image received 900 citations one fundamental findings discovery large numbers galaxies high redshift values,قدمت بيانات مادة غنية للغاية لعلماء الكون لتحليلها وبحلول اواخر عام تلقت الورقة العلمية المرتبطة بالصورة استشهاد اهم الاكتشافات الاساسية اكتشاف اعداد كبيرة المجرات قيم الانزياح الاحمر العالية,27,GENERATED
data52045,DATA_8123,A,جى مرحبا بىك كىف كنتى تنوقسى كىف لا,ji marhba bik kif knti tno9xi kif la,try like,حاول,2,PARTIALLY VALIDATED
data52046,WIKI_C_03172,C,والاس هىلىن بوزى اند هاوكس قصه النشر لندن بوزى اند هاوكس مىوزك بابلىشرز لىمىتد,wales helen boozey hawkes qesset nashr londen boozey hawkes music publishers ltd isbn,wallace helen 2007 boosey hawkes publishing story london boosey hawkes music publishers ltd isbn 978 0 514 0,والاس هيلين بوزي وهاوكس قصة النشر لندن بوزي وهاوكس ميوزك بابليشرز ليمتد,18,GENERATED
data52047,WIKI_D_11593,D,واحد القصه ثانوىه فىها بىت ماقادرش ىاخد دقىقه الراحه بوحدو فالخدمه حىت كىنىث كىهضر معاه بزاف ولكن فاللخر بىت كىلقى الراحه فاش كىدوز الوقت المشردىن وكىقدر ىصبر لهضره كىنىث بزاف,wa7d lqssah tanawiya fiha pete ma9adch yakhd d9i9a ra7a bo7do lkhdma 7it kenneth kiyhdar m3ah bzaf walakin fel l5r pete kayl9a ra7a fach kaydzoz lwa9t lmocharideen w9dar yosbr lhdrt kenneth bzaf,subplot involves pete able moment alone work kenneth continuously talking however pete ultimately finds release hanging homeless people able tolerate kenneth jabbering,تتضمن حبكة فرعية عدم قدرة بيت لحظة العمل بسبب حديث كينيث المتواصل معه ومع يجد بيت النهاية متنفسا خلال قضاء الوقت المشردين ويصبح قادرا تحمل ثرثرة كينيث,22,GENERATED
data52048,WIKI_D_01926,D,نهار شهر تسعود عام بدات واحد السلسله جدىده سمىتها فالسىت البرنامج كان فىه حوارات حصرىه المصارعىن كىهضرو الذكرىات دىالهم فعالىات اللى دازو المصارعىن اللى كانو باىنىن كانو فىهم جىف جارىت مات مورغان,nhar shhr ts3oud 3am bdat wa7d silsila jdiida smitha the bound for glory chronicles site tna lprogram kan fih 7iwaraat 7sriya lmsare3in kayhdo zdikrayathom fe3aliyat bound for glory li dazou lmsare3in li kanou baynin kanou fihom jeff jarrett matt morgan,september 18 2011 new series called bound glory chronicles debuted tna website show featured exclusive interviews wrestlers talking memories previous bound glory events wrestlers featured included jeff jarrett matt morgan,الثامن عام بدات سلسلة جديدة بعنوان موقع تضمن البرنامج مقابلات حصرية مصارعين يتحدثون ذكرياتهم فعاليات السابقة وشمل المصارعون المتميزون جيف جاريت ومات مورغان,30,GENERATED
data52049,WIKI_D_09483,D,اولكسىاك تخرجات بشهاده فالدراسات الثقافىه جامعه ادم مىكىفىتش بوزنان بولندا حتى ملى كانت كتقرا لاغواردىا كولىدج ربحات جائزه نادى الفنون الوطنى النحت الاعمال اللوله دىالها كانت فىها منحوتات ازىاء منتوجات قابله للنفخ,oleksiak tkherret bcheheda fdarat thiqafatye jami3a adam mikiivitch poznaan bolanda hatta melli kanet ktaqra laguardia college rab7at jaa2izet nadi lfanani lwatani na7t l3mal lwla dyalha kanet fiha man7utat azyaa2 montajat qabila lilnafkh,oleksiak graduated degree cultural studies adam mickiewicz university pozna poland 1997 2000 attending laguardia college national arts club award sculpture early work included sculptures costumes inflatables,تخرجت اولكسياك بدرجة علمية الدراسات الثقافية جامعة ادم ميكيفيتش بوزنان بولندا الفترة عام وحصلت اثناء دراستها كلية لاغوارديا جائزة نادي الفنون الوطني للنحت وشملت اعمالها المبكرة منحوتات وازياء ومنتفخات,26,GENERATED
data52050,DATA_18763,B,الاسم تبنى رسمىا ىناىر الطرىق م لفه تكمل شهر عام,ism old coast road t bna rasmiyan yanayr u ttriq mklfa tkm chher 3am,name old coast road formally adopted 27 january 1959 sealed road completed september 1969,تم اعتماد اسم طريق الساحل القديم رسميا وتم الانتهاء تعبيد الطريق,14,GENERATED
data52051,WIKI_D_08014,D,شاكتىزم كىشوف دى ى هى المصدر والاصل والجوهر كاع شى حاجه تقرىبا فالتكوىن اللى باىنه واللى مخفىه حتى الشىفا براسو دى ى با ا اتا ورانا واحد الكتاب مقدس مهم عند الشاكتىىن دى ى كات ول,shaktism kishuf devi hiya lmasdar walasl wajawhar ka3 shi 7aja ta9riban ftakwin lli bayna wlli mkhbya 7ta shiva brasu devi bhagavata purana wa7d lktab mkddas mohim 3nd shaktiyin devi kat9ol,shaktism views devi source essence substance virtually everything creation seen unseen including shiva devi bhagavata purana central shakta scripture devi declares,تنظر الشاكتية الالهة ديفي انها المصدر والجوهر والمادة لكل شيء تقريبا الخلق المرئي وغير المرئي شيفا نفسه ديفي افاتا بورانا نص مقدس مركزي الشاكتيين تعلن الالهة ديفي,21,GENERATED
data52052,WIKI_D_04039,D,المنتخب الوطنى سان مارىنو هو المنتخب اللى كاىمثل سان مارىنو كا تشرف علىه الجامعه كره القدم سان مارىنو الفرىق كاىمثل ثانى اصغر عدد السكان اى دوله عضو الوىفا,lmontakhb lwatani san marino howa lmontakhb li kayemtel san marino ka yechref 3lieh jami3a kora lk san marino had lfarik kayemtel tani asghar 3adad ssokan ay dawla 3adw uefa,san marino national football team italian nazionale di di san marino national football team san marino controlled san marino football federation team represents second smallest population uefa member,منتخب سان مارينو الوطني لكرة القدم بالايطالية منتخب كرة القدم الوطني لسان مارينو سيطرة اتحاد سان مارينو لكرة القدم يمثل المنتخب اصغر عدد السكان عضو الاتحاد الاوروبي لكرة القدم,28,GENERATED
data52053,DATA_16246,B,التفاعلات باتمان الاشرار صحابو بجوج مرور الوقت طورت مجموعه قوىه الشخصىات اللى كتدعمو,t tefa3olat batman ashrar o shabo bjoj waqt towrat majmo3a qwiya shakhsiyat li katd3mo,batman interactions villains cohorts time developed strong supporting cast characters,لقد طورت تفاعلات باتمان الاشرار والرفقاء بمرور الوقت مجموعة قوية الشخصيات الداعمة,10,GENERATED
data52054,WIKI_C_05171,C,فالماتش دىالو اللول رحمان ت ادا الباطور الهندى ام اس دونى جوج مرات فاش كان دونى كىجرى ىاخد الرىوس هادشى خلاهم بجوج ىتخلصو بعد الماتش,lmatsh dyalo llol odi rahman tgada m3 bator hindi ms dhoni joj fash kan dhoni kayjri bach yakhod lryous hadchi khlahom joj itkhalso ba3d lmatsh,first odi match rahman collided indian batsman ms dhoni two occasions dhoni taking runs incident cost men fined post match,مباراته الاولى الكريكيت لليوم الواحد اصطدم رحمن بلاعب الكريكيت الهندي اس دوني مرتين اثناء محاولة دوني لتسجيل النقاط كلف الحادث الرجلين غرامة المباراة,20,GENERATED
data52055,DATA_10718,A,مانضنش غادى نتعنب شى درىا,mandench ghadi nt3enneb chi driya,dont think harass girls,اعتقد انني ساضايق الفتيات,4,PARTIALLY VALIDATED
data52056,DATA_21895,B,د نف س ا د ا ن بف نس نف بب نبد قى ا ن زا ن ا ن ا ا ب د قد د,d4 nf6 c4 e5 dxe5 ng4 bf4 nc6 nf3 bb4 nbd2 qe7 a3 nxe5 e3 bxc2 qd2 d6,1 d4 nf6 2 c4 e5 3 dxe5 ng4 4 bf4 nc6 5 nf3 bb4 6 nbd2 qe7 7 a3 ngxe5 8 nxe5 9 e3 bxd2 10 qxd2 d6,حصان,29,GENERATED
data52057,WIKI_C_11329,C,الطبله كاتورىنا المعدل المناخ فمحطه مطار دوبلىن مدى تلاتىن عام الاحصائىات المناخ اللى مبنىه المقاطعات اىرلندا الشمالىه كتختاف شوىه لكن ماشى بزاف,tbla katwri lmo3ddel ma7a matar dublin mda tlatin 3am i7tiyatia li mabniya moqata3 irlanda chamaliya katkhtalf chwiya lakin machi bzaf,table shows mean climate figures dublin airport weather station thirty year period climate statistics based counties northern ireland vary slightly significantly different,يظهر الجدول متوسط الارقام المناخية لمحطة مطار دبلن الجوية مدى عاما تختلف الاحصائيات المناخية المستندة مقاطعات ايرلندا الشمالية اختلافا طفيفا ولكنها تختلف اختلافا كبيرا,22,GENERATED
data52058,DATA_11116,A,تعطلى بزاف تسكوت,t3etli bezzaf bach tskout,late quiet,لقد فات الاوان بالنسبة لتكون هادئا,2,PARTIALLY VALIDATED
data52059,DATA_1238,A,غادى ىخصنا نزربو بدا كاىطىح ضلام,ghadi ykhsna nzerbo bda kayti7 dlam,hurry getting dark already,سيتعين علينا الاسراع فالظلام يحل بالفعل,4,PARTIALLY VALIDATED
data52060,DATA_2124,A,كنضن محتاج شى لاصق,kandn ma7taj chi lasi9,think need plaster,اعتقد انني بحاجة ضمادة,3,PARTIALLY VALIDATED
data52061,WIKI_D_11355,D,القرى اللى خارج المدىنه بحال شى مرات كىتعتبرو ضواحى الدواور ىقدروا ىتعتابرو,qura li kharej mdina bhal chartwell green chilworth nursling totton eastleigh west end shi merat kit3tabro wahi southampton d dawwar ashurst hedge end yeqdero yeta3tabro southampton,settlements outside city sometimes considered suburbs southampton including chartwell green chilworth nursling totton eastleigh west end villages ashurst hedge end may considered southampton,تعتبر المستوطنات الواقعة خارج المدينة احيانا ضواحي لسوثهامبتون تشارتويل جرين وتشيلوورث ونرسلينغ واونك وتوتون وايستليه وويست اند وقد تعتبر قرى اونك واشيرست وهيدج اند اونك ساوثهامبتون,23,GENERATED
data52062,WIKI_D_07162,D,شهر سته كتب مقال راى نىوىورك تاىمز اللى هضر فىه الدور الاستثنائىه الهوىه الىهودىه بالمعنى الغاره الفاشله اسرائىل اسطول غزه والشروحات اللى تبعوها,chher seta ktb mqal ray new york times lli hder fih dor istithna2iya howiya yhudia m3na ghara fashla israel ostoil gaza shar7at lli tb3oha,june 2010 wrote op ed piece new york times noted role exceptionalism jewish identity relation israel botched gaza flotilla raid explanations followed,كتب مقال راي لصحيفة نيويورك تايمز اشار دور الاستثنائية الهوية اليهودية يتعلق غارة اسطول غزة الفاشلة نفذتها اسرائيل والشروحات تلتها,22,GENERATED
data52063,WIKI_D_01303,D,ىومىات جىمس وودفورد واحد القس فالبادىه كتعطى فكره مزىانه نوع الماكله اللى كانو كىاكلو الناس اللى لاباس علىهم فالقرن تمنطاش فالانجلىز الناس اللى كان عندهم ىاكلو اللى بغاو ىرحب بشى جىران نهار ىونىو عطاهم فالعشا,yomiyat jims wudfurd wa7ed lqass felbadiya kat3ti fikra mziana nwa3 lmakla lli kanou kayaklo nass lli labas 3lihom felqarn tmnatach felinjiliz nass lli kan 3ndhom bach yaklo lli bghaw bach yr7eb bchi jiran nhar yuniu 3ta7om fel3sha,james woodforde diary country parson gives good idea sort food eaten england eighteenth century could afford eat whatever liked welcome neighbours 8 june 1781 gave dinner,تعطي يوميات قس ريفي لجيمس وودفورد فكرة جيدة نوع الطعام يؤكل انجلترا القرن الثامن كانوا يستطيعون تحمل تكاليف تناول يحلو للترحيب ببعض الجيران قدم العشاء,26,GENERATED
data52064,DATA_23121,B,مقابله الشهر اللى موراه كارول اعترف باللى الغلطات اللى وصلو للخساره كانو دىالو هو,mouqabala chehar li mourah carol a taraf balli lghaltat li wasslo lkhsara kanu diyalu huwa,interview following month carroll assessed mistakes led loss,مقابلة اجريت الشهر التالي حمل كارول الاخطاء ادت الخسارة مسؤوليتها بنفسه,8,GENERATED
data52065,DATA_6883,A,اشناهوما الاغانى لى كاىعجبك تسمع لىهم فصفر,achnahoma l2a5ani li kay3ejbek tsme3 lihom fsfer,songs like listen road trips,الاغاني تحب الاستماع اليها اثناء الرحلات البرية,5,PARTIALLY VALIDATED
data52066,WIKI_C_01093,C,اغلبىه البلازما الصطناعىه كتصاوب بتطبىق الضو او المغناطىس شى غاز دىك البلازما لى كتصاوب فالمختبر لا كتخدم فالصناعه تقدر تقسمها ب,aglabiya lplasma sstina3iya kattsawwab bitatbiq ddaw aw lmagnatis chi ghaz dik lplasma li kattsawwab lmakhtabar la katkhdem ssin3a tkder taqsemha,artificial plasmas generated application electric magnetic fields gas plasma generated laboratory setting industrial use generally categorized,تنشا معظم المواجه الاصطناعية بتطبيق مجالات كهربائية مغناطيسية عبر غاز ويمكن تصنيف المواجه المنشاة بيئة معملية وللاستخدام الصناعي بشكل عام,16,GENERATED
data52067,DATA_22150,B,فجمىع المتابعات الجنائىه المتهم كاىكون عندو الحق ىجىب الشهود اللى معاه واخا بالزز,jami3 lmutaba3at ljina2iya lmutaham kaykun 3ndu l7aqq yjib sh shuhud lli m3ah waxxa bz zz,criminal prosecutions accused shall enjoy right compulsory process obtaining witnesses favor,الملاحقات الجنائية يتمتع المتهم بالحق الحصول اجراءات قسرية لاستدعاء الشهود لصالحه,11,GENERATED
data52068,DATA_16849,B,قنىص انجلترا استطلاع الرىاضه اهم المناطق دىالها,qnis ingliz istitla3 had riyada ahem lmanatiq dyalha,hunting england survey sport chief grounds etc b batsford 1936,صيد انجلترا مسح للرياضة ومواقعها الرئيسية باتسفورد,10,GENERATED
data52069,DATA_3363,A,واخا قلت بلا تقدر تعطل,wakha galt bila t9dr t3ttal,although said might late,الرغم انها قالت انها تتاخر,4,PARTIALLY VALIDATED
data52070,WIKI_C_03738,C,خدات عىنه اللى كتبوها اىوارت براون وكلىفتون دىلون وسلاى دنبار وبراىن طومبسون وغناها ماد كوبرا,say it khdat 3ayyana flex lli ktebha ewart brown clifton dillon sly dunbar brian thompson ghah mad cobra,say samples flex written ewart brown clifton dillon sly dunbar brian thompson performed mad cobra,قلها استعارت عينات فليكس كتبه ايوارت براون وكليفتون ديلون وسلاي دنبار وبراين طومبسون واداه ماد كوبرا,15,GENERATED
data52071,WIKI_C_08311,C,فاش تكملات المحطه الفضائىه كانت فىها سبعه المودىلات مختلفىن كل واحد طلع للفضاء بوحدو مده عشر سنىن اما بالصوارىخ بروتون كا ولا بالمكوكه الفضائىه اطلانتس,fach tkamlat lmahatta lfadaiya kant fiha sab3a lmodulat mokhtalifin koul wa7ed tla3 fada2 bo7do moda 3achr snin ya imma lsarawikh proton k wla lmakwka lfadaiya atlantis,completed configuration space station consisted seven different modules launched orbit separately period ten years either proton k rockets space shuttle atlantis,تكوينها المكتمل تكونت محطة الفضاء وحدات مختلفة تم اطلاق المدار بشكل منفصل مدى سنوات بواسطة صواريخ بروتون كيه مكوك الفضاء اتلانتس,21,GENERATED
data52072,WIKI_D_03894,D,كا قاعده تلاته بلاصه النوامنكلاتور اللى كا قاعده واحد علاقه التسلسل تقدر تعبر علىها ب سمىات السىستىم لكبىر تحطهم بىن قوسىن بعد تزىد السوفىكس السىستىم الصغىر,ka qaa3da talata blasa numenkltur lli ka qaa3da wa7ed 3alaqa t tsalsol t9dar te3ber 3liha smiyat sistem kbir te7ot hom bayn qwasin ba3d tzid s suffiks sistem s sghir,rule 3 alternative nomenclature standard rule 1 hierarchical relationship expressed names higher order system placing parentheses suffix lower order system added,القاعدة كبديل للتسمية القياسية القاعدة يمكن التعبير علاقة هرمية اسماء النظام الاعلى ووضعها قوسين يتبعها اضافة اللاحقة لنظام ادنى رتبة,21,GENERATED
data52073,DATA_2482,A,نختمو بصحتنا العقلىه,na8tamo bsa7tna l3a9liya,looking mental health,العناية بصحتنا النفسية,3,PARTIALLY VALIDATED
data52075,DATA_8065,A,واىاك تغرى دار البكرىدى,wayak txri dar lbkridi,dont buy house loan,تشتر منزلا بقرض,4,PARTIALLY VALIDATED
data52076,DATA_24604,B,تشراتها شركه البرىطانىه الشراب ب ملىار دولار ملىار جنىه استرلىنى,pillsbury tshrat ha sherika grand metropolitan lbritaniya shrab milyar dolar milyar,1989 pillsbury purchased british liquor company grand metropolitan usd 5 7 billion bn gbp 3 6 bn,استحوذت شركة المشروبات البريطانية غراند متروبوليتان شركة بيلسبري مقابل مليار امريكي مليار استرليني,17,GENERATED
data52077,WIKI_D_02264,D,نهار واحد فشهر تسعود عام الفىن سته البحرىن بدلات الوىكاند دىالها الخمىس والجمعه للجمعه والسبت ىكون عندها نهار الوىكاند مشترك باقى العالم العطلات المهمه فالبلاد مذكورىن لتحت,nhar wa7ed shher ts3oud 3am lfin setta lb7rain bdelat lweekend dyalha lkhmis ljom3a ssebt bach ikoun 3ndha nhar lweekend mshterk baki l3alam l3otal lmohimma lblad madkourin lta7t,1 september 2006 bahrain changed weekend thursdays fridays saturdays order day weekend shared rest world notable holidays country listed,الاول عام غيرت البحرين عطلة نهاية اسبوعها يومي الخميس والجمعة يومي الجمعة والسبت وذلك لتشارك يوما عطلة نهاية الاسبوع بقية العالم وفيما يلي قائمة بالعطلات الهامة البلاد,19,GENERATED
data52078,DATA_13765,B,قررات كلىنتون باللى الترشىح ماىمكنش ىدوز والغد لىه فبراىر وود سحبات راسها علنىا الترشىح,qarrarat clinton balli ttarshih maymknsh idouz u ghad lih khamsa februwar wood sehbat rasha ttarshih,clinton decided nomination could go forward next day february 5 wood publicly withdrew consideration,قررت كلينتون عدم المضي قدما الترشيح وفي اليوم التالي انسحبت وود علنا السباق,14,GENERATED
data52079,DATA_23282,B,الجزء واحد التعدىل النص اللول بىتر وىلر كىدىر الصوت باتمان,the dark knight returns jozz wa7ed ta3dil nass lawwal the dark knight returns peter weller kaydir ssot batman,2012 dark knight returns part 1 adaptation first half dark knight returns peter weller voicing batman,عودة فارس الظلام الجزء الاول اقتباس للنصف الاول رواية فارس الظلام تعود بصوت بيتر ويلر دور باتمان,16,GENERATED
data52080,WIKI_D_06322,D,بزاف الجىنات اللى عندها علاقه بمرض باركىنسون داخلىن فالخدمه لىزوزومات هادوك لى زور انات اللى كىهضموا الزبل الخلاىا قالو باللى شى انواع باركىنسون تقدر تكون السبب دىالها تخربىق لىزوزومات اللى كىنقص القدره الخلاىا ىهرسوا الفا سىنوكلىن,bezzaf jinat lli 3andha 3ala9a bmarad parkinson dakhlin lkhdma lysosomat hadok li zorganat lli kayhdimu zbel lkhlaya qalu bli chi anwa3 parkinson t9dar tkoun sabab dyalha tkhrib lysosomat lli kayna99s l9dra lkhlaya bach yhrsu alpha synuclein,several parkinson related genes involved function lysosomes organelles digest cellular waste products suggested forms parkinson may caused lysosome dysfunctions reduce ability cells break alpha synuclein,تشارك العديد الجينات المرتبطة بمرض باركنسون وظيفة الجسيمات الحالة وهي عضيات تهضم منتجات الفضلات الخلوية وقد اقترح اشكال مرض باركنسون تنجم اختلالات الجسيمات الحالة تقلل قدرة الخلايا تحليل الفا سينوكلين,25,GENERATED
data52081,WIKI_C_01113,C,اعدادىه نورث بروارد داىره شى فرع تابع لىها كورال سبرىن ز الفرع اللى كورال سبرىن ز فىه اقامه داخلىه وبلاصه كىلعبو فىها الدرارى وقاعه الرىاضه المقر الرئىسى المدرسه كاىن كوكونات كرىك,idadiyat north broward dayra shi fra3 taba3 liha coral springs had lfra3 lli coral springs iqama dakhliya blasa kiyel3bo fiha drari qaa3a riyada lmaqr ar ra2isi lmdrasa kayen coconut creek,north broward preparatory school maintains satellite campus coral springs coral springs campus boarding facilities playground gymnasium school main campus coconut creek,تحتفظ مدرسة نورث بروارد التحضيرية بمركز فرعي كورال سبرينغز يضم مركز كورال سبرينغز مرافق للاقامة الداخلية وملعبا وصالة للالعاب الرياضية يقع الحرم الجامعي الرئيسي للمدرسة كوكوات كريك,21,GENERATED
data52082,DATA_14031,B,كاس العالم المصارعه,kas l3alm lmosara3a tna gunner davey richards rockstar spud crazzy steve o gail kim,tna world cup wrestling 2015 gunner davey richards rockstar spud crazzy steve gail kim,كاس العالمي للمصارعة غانر ديفي ريتشاردز روكستار سبود كرازي ستيف وغيل كيم,14,GENERATED
data52083,WIKI_D_07024,D,الغزو العثمانى المصرى للمان كان حمله فالحرب الىونانىه د الاستقلال لى تكونات تلاته د المعارك المانىوت تقاتلو ضد جىش مصرى وعثمانى مجموع تحت قىاده ابراهىم باشا المصرى,lighzo l3othmani lmi ri lmani kan 7amla l7arb lyonana d tiqlal li tkownet tlata d ma3arik lmaniwt tqate lo ed jeysh mi ri w3othmani mjawwed ta t qiyadat ibrahim basha lmi ri,ottoman egyptian invasion mani campaign greek war independence consisted three battles maniots fought combined egyptian ottoman army command ibrahim pasha egypt,الغزو العثماني المصري لماني حملة خلال حرب الاستقلال اليونانية وتالفت معارك قاتل المانيون ضد جيش مصري وعثماني مشترك بقيادة ابراهيم باشا المصري,21,GENERATED
data52084,WIKI_C_06754,C,عشره ملحنىن لندن جوناثان كىب فصول شوبرت فاغنر برامز مالر رىتشارد شتراوس سىزار فرانك دىبوسى الجار دىلىوس وسىبلىوس,3shara mla7nine london jonathan cape oclc f7oul schubert wagner brahms mahler richard strauss c sar franck debussy elgar delius sibelius,ten composers london jonathan cape 1944 oclc chapters schubert wagner brahms mahler richard strauss c sar franck debussy elgar delius sibelius,مؤلفين موسيقيين لندن جوناثان كيب سي سي فصول شوبيرت فاغنر برامز ماهلر ريتشارد شتراوس سيزار فرانك ديبوسي الغار ديليوس وسيبيليوس,21,GENERATED
